NAME,SIZE,ES,NES,NOM p-val,FDR q-val,FWER p-val,RANK AT MAX,posneg
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM,47,0.4552582,1.4207593,0.04610951,0.1919465,1,3016,pos
GOBP_VESICLE_MEDIATED_TRANSPORT_TO_THE_PLASMA_MEMBRANE,144,0.3645535,1.4197335,0.00990099,0.19280247,1,4327,pos
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION,32,0.46541175,1.4195042,0.07446808,0.19266762,1,1854,pos
GOBP_VIRAL_LIFE_CYCLE,313,0.3372861,1.4190425,0,0.19278578,1,4495,pos
GOBP_ACTIVATION_OF_NF_KAPPAB_INDUCING_KINASE_ACTIVITY,17,0.55336124,1.4188744,0.08661418,0.19259204,1,3857,pos
GOBP_MYELOID_CELL_DIFFERENTIATION,412,0.3270073,1.4188143,0,0.19223796,1,3890,pos
GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS,136,0.3707672,1.4183885,0.006711409,0.19236009,1,3520,pos
GOBP_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM,49,0.4369468,1.4183267,0.04857143,0.19199774,1,2947,pos
GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,397,0.3342565,1.4180689,0,0.19188516,1,2528,pos
GOBP_PROTEIN_DEMETHYLATION,29,0.4951404,1.4161328,0.053619303,0.1937498,1,4190,pos
GOBP_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY,68,0.41530973,1.4155078,0.041543026,0.19410084,1,2446,pos
GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_DIFFERENTIATION,15,0.5755248,1.4148079,0.10224439,0.19451061,1,846,pos
GOBP_VIRAL_GENE_EXPRESSION,98,0.38283002,1.4144529,0.014836796,0.19454308,1,4562,pos
GOBP_PROTEIN_KINASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,27,0.49348965,1.413292,0.06435644,0.1954894,1,3214,pos
GOBP_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS,75,0.39906192,1.4114712,0.032520324,0.19722936,1,3578,pos
GOBP_RESPONSE_TO_ZINC_ION,45,0.43645927,1.4102851,0.040871933,0.19825992,1,2480,pos
GOBP_REGULATION_OF_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,31,0.47537938,1.4095856,0.060526315,0.19867474,1,3807,pos
GOBP_T_CELL_MIGRATION,70,0.41188586,1.4095538,0.03504043,0.19829357,1,5139,pos
GOBP_CIRCADIAN_SLEEP_WAKE_CYCLE_SLEEP,18,0.53736645,1.4095384,0.09903382,0.19789311,1,2156,pos
GOBP_LEUKOCYTE_PROLIFERATION,340,0.33398634,1.4091109,0,0.19790225,1,4364,pos
GOBP_B_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,88,0.38721117,1.4079325,0.01923077,0.19903737,1,2444,pos
GOBP_CHEMOKINE_C_X_C_MOTIF_LIGAND_2_PRODUCTION,18,0.53402215,1.4072607,0.080213904,0.1994017,1,3488,pos
GOBP_TRANSCRIPTION_BY_RNA_POLYMERASE_I,60,0.41176933,1.4069061,0.035135135,0.19939017,1,2511,pos
GOBP_MONOUBIQUITINATED_HISTONE_DEUBIQUITINATION,30,0.49102783,1.4067475,0.06329114,0.19916788,1,3378,pos
GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION,114,0.37493777,1.4065548,0.015337423,0.19896443,1,3581,pos
GOBP_RESPONSE_TO_STEROID_HORMONE,323,0.33124685,1.4058543,0.004545454,0.19945538,1,2637,pos
GOBP_REGULATION_OF_CENTRIOLE_REPLICATION,23,0.4950547,1.4057537,0.08378378,0.19915667,1,209,pos
GOBP_NEGATIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY,93,0.38620123,1.4041517,0.023880597,0.20068076,1,5143,pos
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION,41,0.44407427,1.4030328,0.065476194,0.20156938,1,3894,pos
GOBP_POSITIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS,34,0.47590598,1.4019116,0.053908356,0.20258485,1,1169,pos
GOBP_G0_TO_G1_TRANSITION,39,0.44975027,1.4017828,0.046875,0.20226768,1,2559,pos
GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_NUCLEUS,22,0.52080274,1.4015206,0.051679585,0.20218374,1,2886,pos
GOBP_CELLULAR_COMPONENT_DISASSEMBLY_INVOLVED_IN_EXECUTION_PHASE_OF_APOPTOSIS,30,0.47620076,1.400832,0.059585493,0.20274606,1,1814,pos
GOBP_POSITIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_CELL_DEATH,20,0.51582944,1.4005343,0.083333336,0.2026676,1,4775,pos
GOBP_IMMUNOGLOBULIN_PRODUCTION_INVOLVED_IN_IMMUNOGLOBULIN_MEDIATED_IMMUNE_RESPONSE,72,0.41072217,1.4002689,0.022922637,0.20254545,1,3273,pos
GOBP_POSITIVE_REGULATION_OF_PEPTIDASE_ACTIVITY,178,0.35623157,1.3998903,0.006557377,0.2025662,1,3581,pos
GOBP_LATE_ENDOSOME_TO_VACUOLE_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY,26,0.49152952,1.3998071,0.06295399,0.20226705,1,610,pos
GOBP_POSITIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY,137,0.37010154,1.3997482,0.013793103,0.20194168,1,3883,pos
GOBP_UBIQUITIN_DEPENDENT_ERAD_PATHWAY,80,0.39510152,1.3996745,0.020231213,0.20163313,1,3001,pos
GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,27,0.49361944,1.3994732,0.092731826,0.20147988,1,3016,pos
GOBP_RESPONSE_TO_TUMOR_NECROSIS_FACTOR,246,0.34169295,1.3988222,0,0.2019424,1,4176,pos
GOBP_MATURE_B_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE,32,0.46739694,1.3975874,0.07633588,0.2031099,1,4048,pos
GOBP_S_ADENOSYLMETHIONINE_METABOLIC_PROCESS,16,0.54506963,1.3967766,0.09263658,0.20374626,1,2593,pos
GOBP_PROTEIN_EXPORT_FROM_NUCLEUS,59,0.4186606,1.3965881,0.041436464,0.20356143,1,3640,pos
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE,187,0.3515855,1.3963451,0,0.20347188,1,5194,pos
GOBP_POSITIVE_REGULATION_OF_TOR_SIGNALING,48,0.4328627,1.3961382,0.05722071,0.20332672,1,5026,pos
GOBP_RESPONSE_TO_GAMMA_RADIATION,55,0.4248877,1.3956245,0.04034582,0.20352209,1,2688,pos
GOBP_CYTOPLASMIC_SEQUESTERING_OF_TRANSCRIPTION_FACTOR,15,0.5570797,1.3949708,0.11032864,0.20397876,1,2827,pos
GOBP_PROTEIN_METHYLATION,176,0.34885964,1.3942115,0.003846154,0.20457315,1,3245,pos
GOBP_REGULATION_OF_MRNA_METABOLIC_PROCESS,316,0.32960066,1.3930696,0.004975124,0.20560466,1,3833,pos
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION,32,0.47755587,1.3924308,0.08211144,0.20606323,1,3014,pos
GOBP_NUCLEAR_BODY_ORGANIZATION,16,0.5503083,1.391641,0.089201875,0.20671505,1,6173,pos
GOBP_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,205,0.34356633,1.3905364,0,0.20772009,1,4459,pos
GOBP_RESPONSE_TO_DSRNA,52,0.4223054,1.3888544,0.04509284,0.20936455,1,2539,pos
GOBP_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT,106,0.37800348,1.3887002,0.036809817,0.20914839,1,3314,pos
GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION,113,0.37379503,1.3879224,0.025477707,0.20973362,1,5139,pos
GOBP_TRNA_5_END_PROCESSING,16,0.5556444,1.3865777,0.09313726,0.21115792,1,5608,pos
GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,476,0.31971017,1.3855555,0,0.21208437,1,5313,pos
GOBP_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY,226,0.33894315,1.3847497,0,0.2127338,1,5197,pos
GOBP_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS,117,0.36737138,1.3830272,0.012461059,0.21461263,1,4059,pos
GOBP_INTERFERON_ALPHA_PRODUCTION,28,0.4801238,1.3824426,0.09068628,0.21491617,1,3438,pos
GOBP_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY,58,0.41329667,1.3822246,0.048257373,0.21477035,1,4211,pos
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION,19,0.52562666,1.3820146,0.07751938,0.21460609,1,2912,pos
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR,44,0.42747974,1.3817105,0.046321526,0.21460299,1,2977,pos
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION,456,0.31829613,1.3813859,0,0.21459986,1,3511,pos
GOBP_PEPTIDYL_LYSINE_METHYLATION,120,0.3703738,1.3802749,0.021943573,0.21554905,1,3245,pos
GOBP_REGULATION_OF_POLYSACCHARIDE_METABOLIC_PROCESS,42,0.43729663,1.3792636,0.0703125,0.21634847,1,3912,pos
GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_OXIDATION,15,0.5623795,1.3792418,0.121140145,0.21596082,1,4007,pos
GOBP_NEGATIVE_REGULATION_OF_VIRAL_LIFE_CYCLE,26,0.4830623,1.3788255,0.095,0.21608253,1,6352,pos
GOBP_PROTEIN_TRANSPORT_TO_VACUOLE_INVOLVED_IN_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_MULTIVESICULAR_BODY_SORTING_PATHWAY,15,0.560324,1.3788142,0.10352941,0.2156781,1,377,pos
GOBP_NIK_NF_KAPPAB_SIGNALING,139,0.35944623,1.3771409,0.016949153,0.21760422,1,3926,pos
GOBP_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING,34,0.46418,1.3769892,0.079283886,0.21739233,1,6059,pos
GOBP_NEGATIVE_REGULATION_OF_PROGRAMMED_NECROTIC_CELL_DEATH,21,0.5157279,1.3764591,0.09399478,0.2176679,1,5265,pos
GOBP_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,25,0.4836391,1.3757129,0.08877285,0.21822573,1,5971,pos
GOBP_FIBROBLAST_APOPTOTIC_PROCESS,26,0.4717162,1.3752869,0.09162304,0.21842812,1,5271,pos
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS,45,0.44154194,1.3748273,0.066091955,0.2186341,1,1564,pos
GOBP_REGULATION_OF_MEMBRANE_PERMEABILITY,73,0.39809972,1.3747832,0.04109589,0.218276,1,5197,pos
GOBP_REGULATION_OF_NEURON_PROJECTION_ARBORIZATION,15,0.54831696,1.3734632,0.123809524,0.21960294,1,5902,pos
GOBP_LATE_ENDOSOME_TO_VACUOLE_TRANSPORT,36,0.44518572,1.3729657,0.07123288,0.21977654,1,1153,pos
GOBP_ATP_BIOSYNTHETIC_PROCESS,91,0.38067168,1.3723906,0.04601227,0.22008619,1,5101,pos
GOBP_RNA_MODIFICATION,174,0.35001826,1.3716555,0.014652015,0.22061153,1,4457,pos
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,261,0.32932195,1.3698071,0,0.22258574,1,4394,pos
GOBP_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,320,0.32495445,1.3693224,0.010256411,0.22281925,1,3671,pos
GOBP_REGULATION_OF_NUCLEOTIDE_BIOSYNTHETIC_PROCESS,33,0.44995826,1.3685389,0.07785888,0.2234249,1,1048,pos
GOBP_REGULATION_OF_DNA_REPAIR,211,0.3385832,1.3681803,0.014035088,0.22350018,1,3872,pos
GOBP_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS,227,0.33507824,1.3680941,0.007843138,0.22317587,1,2512,pos
GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS,425,0.31675917,1.3678174,0,0.22307569,1,3851,pos
GOBP_NCRNA_TRANSCRIPTION,64,0.40513468,1.3673685,0.05322129,0.22324564,1,5222,pos
GOBP_GLUCOSE_METABOLIC_PROCESS,183,0.34438333,1.3664397,0.006872852,0.22411247,1,3778,pos
GOBP_NUCLEOTIDE_SALVAGE,18,0.5276857,1.366373,0.08977556,0.2237867,1,2090,pos
GOBP_INFLAMMATORY_RESPONSE_TO_WOUNDING,18,0.5240357,1.3640174,0.121518984,0.22644994,1,3801,pos
GOBP_REGULATION_OF_CELL_GROWTH,405,0.31691277,1.3637741,0,0.22634013,1,3916,pos
GOBP_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,451,0.31646472,1.3637506,0,0.22594748,1,3025,pos
GOBP_REGULATORY_T_CELL_DIFFERENTIATION,39,0.4406028,1.362567,0.087765954,0.22708239,1,4583,pos
GOBP_HISTONE_H3_K4_TRIMETHYLATION,18,0.53492594,1.3624856,0.12531328,0.22675464,1,3245,pos
GOBP_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I,44,0.424347,1.3622397,0.057934508,0.22666815,1,2511,pos
GOBP_STORE_OPERATED_CALCIUM_ENTRY,22,0.50838816,1.3603904,0.09558824,0.22898161,1,2358,pos
GOBP_T_HELPER_17_TYPE_IMMUNE_RESPONSE,43,0.42429477,1.3603723,0.06486487,0.22858964,1,2979,pos
GOBP_RESPONSE_TO_OSMOTIC_STRESS,84,0.3807765,1.3601756,0.027027028,0.22842827,1,2154,pos
GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY,17,0.5292681,1.3592858,0.1075,0.22928225,1,1153,pos
GOBP_CELL_GROWTH,478,0.31560802,1.3589679,0,0.22928432,1,3916,pos
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE,27,0.47517595,1.3588645,0.08,0.22899188,1,3468,pos
GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,33,0.45345154,1.3586727,0.09139785,0.22881994,1,2090,pos
GOBP_MIRNA_PROCESSING,46,0.42296016,1.3577322,0.044386424,0.22969206,1,4374,pos
GOBP_GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT,57,0.40583384,1.3568335,0.06865671,0.23043725,1,4218,pos
GOBP_REGULATION_OF_CELL_CELL_ADHESION,481,0.31166363,1.3565526,0,0.2304271,1,3882,pos
GOBP_DNA_METHYLATION,68,0.39222702,1.3563881,0.03943662,0.23025152,1,2708,pos
GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY,471,0.31379285,1.3558611,0,0.23055463,1,4364,pos
GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN,229,0.33045903,1.3546374,0,0.23179072,1,5072,pos
GOBP_REGULATION_OF_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,130,0.3561632,1.3533455,0.033557046,0.23309071,1,5621,pos
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY,15,0.55168533,1.3529522,0.11111111,0.23319492,1,1413,pos
GOBP_RRNA_TRANSCRIPTION,36,0.4411409,1.351403,0.07329843,0.23509495,1,4638,pos
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS,42,0.42401564,1.34881,0.07008086,0.23821639,1,2395,pos
GOBP_RNA_DESTABILIZATION,123,0.3578128,1.3470227,0.03521127,0.24038538,1,6059,pos
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION,163,0.3455972,1.3466139,0.015974442,0.24054447,1,4304,pos
GOBP_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,371,0.31357852,1.3462062,0,0.24063252,1,3072,pos
GOBP_ENDOCYTIC_RECYCLING,83,0.38005465,1.3461847,0.029032258,0.24022676,1,3998,pos
GOBP_RHYTHMIC_BEHAVIOR,43,0.4177611,1.3456361,0.061662197,0.2406111,1,2156,pos
GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS,33,0.44354627,1.3446522,0.077562325,0.24150988,1,5101,pos
GOBP_NEGATIVE_REGULATION_OF_DEPHOSPHORYLATION,46,0.4244765,1.3442806,0.062337663,0.24157496,1,1854,pos
GOBP_REGULATION_OF_T_CELL_APOPTOTIC_PROCESS,38,0.43376637,1.3431026,0.07908163,0.24282666,1,3620,pos
GOBP_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,64,0.39292994,1.3422406,0.057534248,0.24354547,1,4627,pos
GOBP_INFLAMMASOME_COMPLEX_ASSEMBLY,37,0.44002306,1.3407886,0.08579089,0.24524584,1,5575,pos
GOBP_POSITIVE_REGULATION_OF_MYOBLAST_DIFFERENTIATION,43,0.42760047,1.3406731,0.067708336,0.2450098,1,4873,pos
GOBP_POSITIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS,158,0.34297296,1.3397489,0.010033445,0.24596822,1,6059,pos
GOBP_REGULATION_OF_MONOCYTE_DIFFERENTIATION,19,0.5160156,1.3392165,0.125,0.24638245,1,3862,pos
GOBP_REGULATION_OF_MYOBLAST_DIFFERENTIATION,70,0.38990507,1.3390272,0.051359516,0.2462167,1,3990,pos
GOBP_NEGATIVE_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,32,0.44396284,1.3383313,0.09189189,0.24684295,1,3434,pos
GOBP_VIRAL_TRANSLATION,18,0.5140162,1.3379726,0.10352941,0.24691533,1,3756,pos
GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION,466,0.30900866,1.3362621,0,0.249063,1,3945,pos
GOBP_MITOCHONDRIAL_GENE_EXPRESSION,164,0.34714848,1.336117,0.028985508,0.24883544,1,5548,pos
GOBP_RIBOSE_PHOSPHATE_METABOLIC_PROCESS,447,0.30643007,1.3355143,0.005376344,0.24928284,1,4059,pos
GOBP_MICROTUBULE_ANCHORING,22,0.48189226,1.3351326,0.11263736,0.24936782,1,4388,pos
GOBP_VIRAL_GENOME_REPLICATION,126,0.35691714,1.3350681,0.022222223,0.24903254,1,4495,pos
GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ASSEMBLY,16,0.5377085,1.335048,0.12560387,0.24863113,1,2543,pos
GOBP_ACTIN_FILAMENT_SEVERING,16,0.5163338,1.3341143,0.12652068,0.24964423,1,947,pos
GOBP_SOMATIC_DIVERSIFICATION_OF_IMMUNE_RECEPTORS,79,0.3671259,1.333731,0.054597702,0.24975725,1,2504,pos
GOBP_SERINE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS,18,0.51443315,1.3335696,0.14058356,0.24958478,1,2087,pos
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION,28,0.45020807,1.3333852,0.10810811,0.24940062,1,4627,pos
GOBP_POSITIVE_REGULATION_OF_HEMOPOIESIS,183,0.32867205,1.3333066,0.003802281,0.24906018,1,3581,pos
GOBP_FORMATION_OF_CYTOPLASMIC_TRANSLATION_INITIATION_COMPLEX,16,0.53512776,1.3330449,0.125,0.24900651,1,3756,pos
GOBP_REGULATION_OF_LIPID_CATABOLIC_PROCESS,58,0.39007813,1.3330368,0.057057057,0.24859539,1,4303,pos
GOBP_REGULATION_OF_LAMELLIPODIUM_ASSEMBLY,42,0.4223756,1.3325253,0.07103825,0.24892284,1,2911,pos
GOBP_POST_ANAL_TAIL_MORPHOGENESIS,16,0.54173934,1.3320705,0.1275,0.2491483,1,2073,pos
GOBP_MYELOID_LEUKOCYTE_ACTIVATION,235,0.3241805,1.3309445,0.015564202,0.25039232,1,3945,pos
GOBP_DENDRITIC_CELL_DIFFERENTIATION,47,0.41038188,1.3300059,0.0997151,0.25138217,1,3554,pos
GOBP_METHYLATION,353,0.31229216,1.3291146,0.004975124,0.25227922,1,4857,pos
GOBP_FATTY_ACID_BETA_OXIDATION,73,0.38500565,1.3281782,0.077151336,0.25323924,1,5226,pos
GOBP_INTERLEUKIN_2_PRODUCTION,62,0.3966656,1.3280092,0.057377048,0.25309342,1,4303,pos
GOBP_V_D_J_RECOMBINATION,19,0.51841444,1.3267888,0.12590799,0.25437474,1,3859,pos
GOBP_REGULATION_OF_HISTONE_METHYLATION,55,0.4019717,1.3267738,0.08625337,0.25396937,1,3182,pos
GOBP_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION,54,0.39915058,1.3267691,0.06887052,0.25355083,1,1309,pos
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION,302,0.32053283,1.326497,0.004484305,0.25350675,1,4717,pos
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS,146,0.3487589,1.326491,0.01980198,0.25309435,1,1730,pos
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_ANTIGEN,32,0.4489177,1.3252277,0.10644258,0.25454414,1,5470,pos
GOBP_TRNA_WOBBLE_URIDINE_MODIFICATION,16,0.5147068,1.3236911,0.16144578,0.2563287,1,4688,pos
GOBP_RESPONSE_TO_PROTOZOAN,29,0.44715562,1.3232996,0.10236221,0.25652918,1,6010,pos
GOBP_MONOSACCHARIDE_CATABOLIC_PROCESS,48,0.4102677,1.3232709,0.08108108,0.25614893,1,2269,pos
GOBP_REGULATION_OF_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION,20,0.5049196,1.3212123,0.110275686,0.2587027,1,4844,pos
GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT,86,0.37037832,1.3187802,0.048780486,0.26176548,1,5542,pos
GOBP_REGULATION_OF_PHOSPHATASE_ACTIVITY,80,0.37226635,1.3186814,0.072072074,0.26147527,1,3620,pos
GOBP_NCRNA_CATABOLIC_PROCESS,49,0.41275114,1.3181658,0.08268734,0.26180902,1,2199,pos
GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS,302,0.31522745,1.318163,0.008733625,0.26138124,1,3532,pos
GOBP_ENERGY_RESERVE_METABOLIC_PROCESS,84,0.37128082,1.31793,0.050314464,0.26133132,1,5214,pos
GOBP_HORMONE_MEDIATED_SIGNALING_PATHWAY,181,0.33789718,1.31774,0.03018868,0.26122716,1,2637,pos
GOBP_MRNA_SPLICE_SITE_SELECTION,45,0.41101152,1.3175433,0.09039548,0.26110187,1,3858,pos
GOBP_PRIMARY_MIRNA_PROCESSING,17,0.5218152,1.3172027,0.14114833,0.26119548,1,2979,pos
GOBP_PRE_MIRNA_PROCESSING,16,0.51841223,1.3168058,0.11933174,0.26132965,1,5462,pos
GOBP_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,343,0.3076287,1.3162935,0.005128205,0.26167294,1,3971,pos
GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION,369,0.31167814,1.3161186,0.005,0.26152003,1,3851,pos
GOBP_LYMPHOCYTE_MIGRATION,119,0.34933734,1.315309,0.031746034,0.2623094,1,5139,pos
GOBP_DNA_MODIFICATION,117,0.3484642,1.3151343,0.01898734,0.26211336,1,3316,pos
GOBP_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY,21,0.49389264,1.3141001,0.13715711,0.2631983,1,4819,pos
GOBP_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,253,0.32135114,1.3121476,0.012605042,0.26575845,1,3968,pos
GOBP_REGULATION_OF_AUTOPHAGY,345,0.30923444,1.3111235,0.00456621,0.26696885,1,2659,pos
GOBP_RESPONSE_TO_MORPHINE,28,0.45268613,1.3097975,0.124668434,0.26867458,1,1091,pos
GOBP_RNA_SURVEILLANCE,16,0.5223792,1.3082683,0.1530343,0.27058944,1,1655,pos
GOBP_CIRCADIAN_SLEEP_WAKE_CYCLE,22,0.49361798,1.3065937,0.14136125,0.2728163,1,2156,pos
GOBP_DEMETHYLATION,71,0.3853639,1.3059756,0.04956268,0.27333134,1,3607,pos
GOBP_REGULATION_OF_PROTEIN_IMPORT_INTO_NUCLEUS,57,0.39284164,1.3058681,0.07102273,0.27306935,1,3209,pos
GOBP_NEGATIVE_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE,51,0.39415136,1.3055751,0.0945946,0.27309114,1,1374,pos
GOBP_AMINO_SUGAR_METABOLIC_PROCESS,42,0.41565713,1.3053545,0.11578947,0.27302775,1,4816,pos
GOBP_POST_TRANSLATIONAL_PROTEIN_TARGETING_TO_ENDOPLASMIC_RETICULUM_MEMBRANE,17,0.51414025,1.3052368,0.16589862,0.27277538,1,600,pos
GOBP_CHEMOKINE_PRODUCTION,96,0.36471123,1.3051136,0.05015674,0.27254632,1,3569,pos
GOBP_REGULATION_OF_LEUKOCYTE_PROLIFERATION,264,0.31564674,1.3049575,0.016736401,0.27238548,1,4304,pos
GOBP_NEGATIVE_REGULATION_OF_TRANSFERASE_ACTIVITY,270,0.3173889,1.3034331,0.012820513,0.27441922,1,4387,pos
GOBP_NEURONAL_STEM_CELL_POPULATION_MAINTENANCE,22,0.48514193,1.3030975,0.13520408,0.27450517,1,2734,pos
GOBP_CYTOPLASMIC_SEQUESTERING_OF_PROTEIN,21,0.48562387,1.3029064,0.13941018,0.27435392,1,2827,pos
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE,102,0.35801205,1.3018516,0.05940594,0.27554908,1,2977,pos
GOBP_NEGATIVE_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS,15,0.5301652,1.301342,0.16058394,0.27591544,1,2734,pos
GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,38,0.42543474,1.3010249,0.10606061,0.27596912,1,2512,pos
GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION,149,0.3375349,1.3003942,0.024137931,0.2765628,1,2495,pos
GOBP_POSITIVE_REGULATION_OF_NIK_NF_KAPPAB_SIGNALING,66,0.3885724,1.3003312,0.07377049,0.27622896,1,2339,pos
GOBP_CD40_SIGNALING_PATHWAY,15,0.52536786,1.2992587,0.13571429,0.27749267,1,2649,pos
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,78,0.3714102,1.2992295,0.07076923,0.2771075,1,2622,pos
